Track,Artist,Spotify Streams,Spotify Popularity,Spotify Playlist Count,TikTok Posts,TikTok Likes,TikTok Views,Track Score,All Time Rank
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,815243082,66.0,140617,111271,87072918,649866119,27.3,2660
Dick (feat. Doja Cat),StarBoi3,247462687,61.0,55580,881035,270293066,1691904373,27.3,2669
Perfect Strangers,Jonas Blue,1050246077,69.0,113716,92540,8116828,62167288,27.3,2664
Hey Brother,Avicii,1007623089,72.0,168666,82215,16452743,160676196,27.3,2663
Otra Noche,Los ï¿½ï¿½ngeles Az,238849559,64.0,26517,1275,1185903,16815994,27.3,2659
Yet To Come,BTS,344744597,64.0,16095,359475,122010208,973086190,27.3,2656
When I'm Gone,Alesso,279996207,64.0,36648,1943,977042,19367991,27.3,2658
Girlfriend,Ruger,56670689,16.0,18344,1373186,19812568,344920965,27.2,2691
WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,100094720,62.0,10333,389200,34507211,686876114,27.2,2680
911,Fuerza Regida,181695722,68.0,14262,270390,104665493,1079156243,27.2,2676
Always,Daniel Caesar,281707091,74.0,40049,119645,29519019,236748049,27.2,2688
YKWIM?,Yot Club,675984633,75.0,147651,156693,168264666,882048158,27.2,2681
Damage,H.E.R.,108241832,53.0,24791,164089,11238095,122657966,27.2,2686
Rags2Riches 2 (feat. Lil Baby),Rod Wave,227802182,61.0,65190,2019064,105311337,749906169,27.2,2687
Bellyache,Billie Eilish,965899534,73.0,101445,50459,42091450,287094813,27.2,2679
No Wahala,1da Banton,154010050,63.0,66808,417782,60004357,729439284,27.2,2685
Wait a Minute!,WILLOW,1081039358,73.0,220073,1620541,275664623,2051079047,27.2,2678
HONEY BEES,Hachi,423395,29.0,229,31700,2392537,14242780,27.2,2675
Gypsy,G.D. Kaur,58989412,3.0,4708,475,34450,756707,27.2,2682
Ojos Marrones,Lasso,370988405,68.0,33800,856300,142179351,1614554007,27.2,2690
WASTE,Kxllswxtch,272051636,72.0,64633,298019,180786694,1314232560,27.2,2684
512,Mora,475820416,70.0,85784,110300,53172890,369308687,27.2,2674
Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,123627077,71.0,39465,4200,1046261,19231842,27.2,2677
Sï¿½ï¿½guelo Bail,Ozuna,544755640,66.0,58066,134206,24277629,174267433,27.1,2705
Arranca (feat. Omega),Becky G,161172707,66.0,23604,33264,7184433,140240096,27.1,2699
The Family Madrigal,Stephanie Beatriz,217919853,63.0,22687,189071,135800782,1067404078,27.1,2698
Hasta Abajo,KEVIN ROLDAN,380367132,64.0,62939,542284,65038406,495501340,27.1,2702
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Yeat,233573513,69.0,67981,34666,20275957,122612542,27.1,2701
Bon appï¿½ï¿,Katy Perry,280898252,60.0,32458,17923,11896504,137526328,27.1,2700
I'm the One,DJ Khaled,1257029279,67.0,122763,475433,16501624,134170742,27.1,2704
Stay With Me,1nonly,398942581,68.0,99939,799566,111636857,1054813567,27.1,2693
Typa Girl,BLACKPINK,357054107,66.0,20864,225000,94313386,790229870,27.1,2697
Ayy Macarena,Tyga,417311779,61.0,106485,475505,94185459,1001763796,27.1,2703
ELA PIROU NA DODGE RAM,Luan Pereira,149455007,17.0,13028,101800,22395889,272723903,27.1,2692
Party In The U.S.A.,Miley Cyrus,1587114096,76.0,210519,428033,49702880,338781002,27.1,2695
Wet Dreamz,J. Cole,1244864869,76.0,247570,17325,7247082,49460597,27.0,2724
Next Level,aespa,245384123,68.0,26925,94211,98935007,693149332,27.0,2715
Whiskey Glasses,Morgan Wallen,806728296,75.0,86002,80672,7719684,74890093,27.0,2712
Esta Vida,Marshmello,94359848,61.0,23027,52600,645712,13515544,27.0,2719
Shotta Flow [Remix],NLE Choppa,496344788,21.0,114433,12478,3903832,31236119,27.0,2720
Bolide allemand,SDM,152546936,68.0,33014,97575,4800473,54647905,27.0,2711
Amor Tumbado,Natanael Cano,413743535,73.0,39980,143494,22305613,152431204,27.0,2706
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,155399041,60.0,62013,21669,11544855,135832597,27.0,2723
Don't Mind,Kent Jones,416147244,59.0,59100,6149383,38201187,188910778,27.0,2725
Dientes,J Balvin,38622215,4.0,13808,1894,2705205,59118842,27.0,2721
Look Alive (feat. Drake),BlocBoy JB,982424606,63.0,140455,212758,13785747,172191863,27.0,2717
Midnight Rain,Taylor Swift,658208129,72.0,36730,86657,36893385,256300464,27.0,2714
"Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,112851903,61.0,8311,2918900,17299421,295549159,27.0,2713
A Mï¿,Rels B,631152992,76.0,82632,154600,53883893,353157722,27.0,2716
Burn It Down,Parker McCollum,42332727,65.0,7018,3495,835693,14014956,26.9,2737
Tu Fan,mafalda cardenal,65670361,66.0,8193,608500,55379246,493111688,26.9,2735
Whole Lotta Choppas,Sada Baby,55312275,45.0,16559,5063590,297105838,2188871458,26.9,2731
Heartless,Kanye West,1315577954,79.0,261770,164714,32605436,250337316,26.9,2738
Skate,Bruno Mars,248947222,63.0,70726,1494,372385,5258682,26.9,2733
Mercy,Shawn Mendes,1351515181,74.0,114379,154068,27390411,169125285,26.9,2727
Dame Tu Cosita (feat. Cutty Ranks),El Chombo,47325533,54.0,11423,5161110,484259534,6695334604,26.9,2729
Enemy - from the series Arcane League of Legends,Imagine Dragons,313209345,65.0,57092,33762,17669829,145431218,26.9,2728
Mount Everest,Labrinth,612159812,72.0,128472,911853,458425066,3490816416,26.9,2734
Escï¿½ï¿½n,ýýengo Flow,63748913,60.0,11841,13700,438906,4695060,26.9,2736
Baianï¿,Bakermat,402771910,73.0,128641,386586,71432760,1028129238,26.8,2739
Homicide (feat. Eminem),Logic,526019789,64.0,102549,8436,2207422,21779736,26.8,2751
More Than My Hometown,Morgan Wallen,503296417,74.0,55067,101364,12089070,124574139,26.8,2755
Work Out,J. Cole,955547971,76.0,199078,83230,15376388,130023976,26.8,2740
Fall In Love Alone,Stacey Ryan,250626750,66.0,28158,1724955,158358329,1888735985,26.8,2746
Plain Jane,A$AP Ferg,733772721,65.0,146447,1638742,86025556,707393379,26.8,2752
ORANGE SODA,Baby Keem,676690653,73.0,183862,62163,26055931,203414980,26.8,2745
Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,21634137,40.0,6881,4857888,200277564,1553141547,26.8,2753
Righteous,Juice WRLD,553627198,64.0,108088,79391,5994142,43552260,26.8,2749
Tï¿½ï¿½ ,Ozuna,500508660,68.0,31360,774300,14707010,136354987,26.8,2742
Casei Com a Putaria,Mc Paiva ZS,255564797,63.0,31242,46722,23505507,183685728,26.8,2748
9mm,Memphis Cult,157826873,4.0,34124,564,43560,587731,26.8,2754
SOLO - Live,BLACKPINK,6197708,26.0,428,492,63986,421369,26.8,2741
Envy Me,Calboy,492873992,58.0,86600,844804,132042330,1010801789,26.7,2759
vendetta!,MUPP,317919778,68.0,77387,11600,6821906,60936894,26.7,2773
Tï¿½ï¿½ OK (Re,DENNIS,112629182,68.0,13995,367300,37624994,569736479,26.7,2775
I'll Be Waiting,Cian Ducrot,185042019,62.0,41058,923,7073614,68670799,26.7,2756
Untitled #13,Glwzbll,32244050,58.0,12908,549545,144496419,1579523296,26.7,2757
El Belicï¿½,Peso Pluma,254275891,64.0,27949,65900,15883571,217432850,26.7,2767
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,475881575,57.0,74084,11387,3941871,41147911,26.7,2772
BANZAI!,Kazuo,118164,10.0,91,4,2599,20739,26.7,2769
One Thing Right,Marshmello,545011148,65.0,69335,134588,17058045,170167441,26.7,2763
Wildest Dreams,Taylor Swift,964058806,70.0,102916,339413,137427132,1025978293,26.7,2771
What About Us,P!nk,788403596,70.0,79260,38617,22964606,215488504,26.7,2765
On The Floor,Jennifer Lopez,456241170,69.0,89265,341638,171375947,1446146402,26.7,2768
Mentalitï¿,Baby Gang,120605300,66.0,50347,316335,18244859,261974228,26.7,2761
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1569891590,66.0,133300,592538,46194014,530240861,26.7,2766
Captain Hook,Megan Thee Stallion,199063354,59.0,27343,2880229,128729922,1039448470,26.6,2787
Time Today,Moneybagg Yo,191071471,65.0,61218,60304,8245826,67883730,26.6,2785
Hold Me While You Wait,Lewis Capaldi,793528511,70.0,99106,191871,22545934,140058016,26.6,2790
messy in heaven,venbee,120785398,59.0,45503,24429,3729330,64940140,26.6,2779
Coming for You (feat. A1 x J1),SwitchOTR,169896142,56.0,75491,897591,130156421,1737382885,26.6,2786
Toxic Pony,ALTï¿½ï,103232015,60.0,33577,2254200,271083554,2866098547,26.6,2783
Aquï¿½ï¿½ A,Christian Nodal,423313161,66.0,33148,18138,2257511,35488227,26.6,2791
Whistle,Flo Rida,814272136,72.0,180832,81387,30075991,257784004,26.6,2784
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,Ahmed Saad,20588020,58.0,3465,133700,9283133,274048028,26.6,2781
Leave Me Alone,Flipp Dinero,651863663,62.0,122266,137815,50621671,318020837,26.6,2782
In My Head,Lil Tjay,237061046,63.0,82335,374,356522,3442700,26.5,2804
Plan A,Paulo Londra,275416061,58.0,45154,50200,38034415,356327284,26.5,2808
River,Bishop Briggs,547304707,68.0,93449,2927089,432649655,4144883692,26.5,2805
Dil Diyan Gallan,Atif Aslam,204127666,65.0,20958,169700,3586828,60784930,26.5,2801
Little Bit of Love,Tom Grennan,389164529,62.0,60436,22228,9869894,82984646,26.5,2810
I Knew You Were Trouble.,Taylor Swift,839642356,72.0,110606,762018,5417399,48882930,26.5,2809
The Real Slim Shady,Eminem,1798020679,81.0,352947,74682,86740640,771015965,26.5,2796
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,sped up nightcore,3492767,27.0,807,122000,1891966,24601626,26.5,2807
Save Me,Jelly Roll,143528699,65.0,26295,115695,13408126,184322890,26.5,2799
ýýýýýý,SPRITE,9126545,41.0,2349,1821332,96385707,1185912241,26.5,2803
Ni Me Debes Ni Te Debo,Carin Leon,168963270,52.0,9329,83980,6759488,90780465,26.5,2797
Ya No Vuelvas,Luck Ra,28739240,51.0,4519,43939,2316894,26531589,26.4,2816
Scared To Be Lonely,Martin Garrix,1254883107,73.0,131909,121770,12363862,113741661,26.4,2815
Un Aï¿½,Sebastian Yatra,573290850,67.0,44972,314552,17545978,164663552,26.4,2819
21,Polo G,500766243,67.0,134529,62100,5844781,22513039,26.4,2814
I Gotta Feeling,Black Eyed Peas,1423655688,76.0,306620,498488,96154828,680999560,26.4,2817
NOSTYLIST,Destroy Lonely,100973437,63.0,55772,153000,72100628,552255188,26.4,2818
SO DONE,The Kid LAROI,428787524,62.0,95178,39225,15383747,116127311,26.4,2820
The Boat Beat,Ricky Desktop,13847072,33.0,3177,6220932,241086839,3081391270,26.4,2813
No Es Justo,J Balvin,580941059,64.0,55176,14706,1960151,19928111,26.3,2835
New Jeans,NewJeans,253890110,73.0,22593,93504,33300089,242425753,26.3,2840
WANNABE,ITZY,365845397,66.0,29751,116880,56690917,362463277,26.3,2825
Yï¿½ï¿½reï¿½ï¿½i,Amo988,75979813,68.0,7579,33300,3921299,60449279,26.3,2841
Champagne Poetry,Drake,308396120,66.0,99705,258830,147816112,1204022719,26.3,2836
Imitadora,Romeo Santos,503904686,73.0,47427,318412,137583052,979585978,26.3,2823
20 Min,Lil Uzi Vert,1006734157,77.0,224587,43585,19855293,144628943,26.3,2830
Ya No Tiene Novio,Sebastian Yatra,431529832,63.0,32115,73016,6785915,43241693,26.3,2834
Your Power,Billie Eilish,423439672,68.0,79149,124714,54016040,347631092,26.3,2838
PERO Tï¿,KAROL G,212911684,71.0,22815,215518,9084718,131834580,26.3,2827
N'y pense plus,Tayc,177952382,63.0,60714,1855774,227091507,2758905591,26.3,2833
Body,Megan Thee Stallion,327693363,63.0,59033,1180141,371525726,2873316705,26.3,2831
Where You Are,John Summit,123058600,71.0,41625,12651,2501719,30233661,26.3,2822
Scream & Shout,will.i.am,767661283,72.0,177756,139644,110048740,838554125,26.3,2821
Princess Diana (with Nicki Minaj),Ice Spice,220270601,67.0,34862,219907,98324852,905030524,26.3,2829
This Is Me,Keala Settle,809894358,66.0,80591,18442,1528788,16464069,26.2,2852
QUE PRETENDES,J Balvin,806817589,71.0,85661,31430,21776640,131482347,26.2,2849
The Chicken Wing Beat,Ricky Desktop,68033539,60.0,13060,4890413,206433932,2164370742,26.2,2842
Baila Baila Baila,Ozuna,563326343,64.0,71108,106538,2189375,13221298,26.2,2845
Ms. Jackson,Pashanim,91200208,69.0,31859,1020,502312,4482394,26.2,2847
Psycho,Red Velvet,471042668,66.0,37370,46801,34695574,222663523,26.2,2851
Rhyme Dust,MK,116992202,65.0,44035,12594,8695476,92238960,26.2,2843
Loco,Justin Quiles,417078369,61.0,80390,779826,109132088,1310854382,26.1,2864
Siempre Pendientes,Peso Pluma,395739041,69.0,34865,256000,27864309,347269682,26.1,2865
Slut Me Out,NLE Choppa,346862697,67.0,72540,60398,29004515,186623555,26.1,2867
A Tu Merced,Bad Bunny,778269101,70.0,94041,80500,42847884,287886349,26.1,2856
Cake By The Ocean,DNCE,1623436416,76.0,181003,563713,55758553,345185931,26.1,2863
Exchange,Bryson Tiller,989672356,76.0,135409,245277,12247275,71925380,26.1,2857
Wasted Love (feat. Lagique),Ofenbach,385903701,61.0,66419,728654,53819526,771965593,26.1,2868
She Got the Best of Me,Luke Combs,572628080,79.0,58161,48738,6199392,45145253,26.1,2862
Y Si Se Quiere Ir,"Luis Angel ""El Flaco""",110244949,39.0,10233,2407,864180,12667235,26.1,2866
Camelot,NLE Choppa,537163250,69.0,117513,115957,6757364,45616164,26.1,2854
Stuck In The Middle,Tai Verdes,143421888,54.0,46095,4300313,895618190,6940732133,26.1,2861
Step Back!,1nonly,166436749,68.0,48250,58547,24932289,219657145,26.1,2860
ýýýýýý,YOASOBI,311307250,61.0,48587,73300,18691633,275649626,26.1,2855
Mi Cama,KAROL G,224367887,57.0,21036,136001,8220385,99044675,26.0,2881
True Love,Kanye West,269363579,70.0,84173,162,39781,139748,26.0,2884
La Triple T,TINI,265244748,58.0,27965,439688,63221453,837142924,26.0,2877
Car's Outside,James Arthur,578464780,76.0,64098,3170207,482763087,3957426996,26.0,2876
Paradise,Coldplay,1291954163,77.0,205567,755099,119567231,1016743063,26.0,2873
Devil Doesnï¿½ï¿½ï¿½t B,Alec Benjamin,203417763,66.0,41522,624819,85472081,686244417,26.0,2888
Vamos Aclarando Muchas Cosas - En Vivo,Codiciado,145135597,65.0,15952,235860,10955274,181357126,26.0,2887
Peru,Fireboy DML,316588910,62.0,82524,94341,17340575,291943987,26.0,2880
Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) - Ao ,Guilherme & Benuto,290735048,60.0,17734,51900,5612563,91683933,26.0,2871
Just Pretend,Bad Omens,209635991,71.0,54470,161246,24563445,231239811,26.0,2872
Glorious (feat. Skylar Grey),Macklemore,899431434,72.0,111427,277847,116647161,813589191,26.0,2878
Alone,Burna Boy,139783785,63.0,44303,41400,17092754,129948415,26.0,2875
Delicate,Taylor Swift,987770768,75.0,58856,33676,20092439,130537420,26.0,2885
Ni**as In Paris,JAY-Z,1436087930,76.0,296520,37473,21427059,199117216,25.9,2899
Be My Lover (feat. La Bouche) - 2023 Mix,Hypaton,136778408,74.0,38192,1937,301660,16053583,25.9,2893
On The Radar Freestyle,Drake,86155124,62.0,34804,4799,2344363,21751158,25.9,2894
Forever (feat. Fridayy),Lil Baby,101717995,61.0,43236,63,1372,15743,25.9,2906
Bang Bang,Jessie J,1336196012,72.0,120161,22465,36410479,243157936,25.9,2895
Reminder,The Weeknd,1015965940,77.0,125348,515202,51866413,445032303,25.9,2890
Yo No Soy Celoso,Bad Bunny,370800055,68.0,49381,9631,12486570,123346772,25.9,2901
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,437558372,65.0,91322,52346,9680657,88146717,25.9,2909
JEALOUSY (feat. Cardi B),Offset,58058696,56.0,20289,8543,7585680,62820921,25.9,2907
Clash (feat. Stormzy),Dave,237619076,61.0,109634,29127,12773383,121310762,25.9,2898
Salt,Ava Max,388802420,62.0,56080,416848,90667312,1836584524,25.9,2891
Fire On Fire,Sam Smith,697834321,70.0,85430,845344,162079342,1362132192,25.9,2900
Shoong! (feat. LISA of BLACKPINK),TAEYANG,156994096,61.0,14231,15086,27140570,180459570,25.9,2903
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,239850720,58.0,49483,494841,93154485,592960684,25.8,2931
Boyz In Paris (with VINAI),Marnik,136709117,73.0,28764,1046,438190,11060327,25.8,2919
3 Nights,Dominic Fike,987061577,73.0,170786,87128,32067807,219224269,25.8,2929
Ngozi,Crayon,48581084,65.0,11373,549399,23105995,270727164,25.8,2928
July,Noah Cyrus,977870118,80.0,115565,177051,97555124,348624319,25.8,2927
Perro Fiel (feat. Nicky Jam),Shakira,433482670,62.0,36243,389080,26721389,415634670,25.8,2911
Andamos Mejor,Los Gemelos De Sinaloa,209092342,63.0,22379,246700,11562330,200533647,25.8,2930
Drag Me Down,One Direction,1125333823,76.0,110189,139963,23957571,175883717,25.8,2921
Tu Turrito,Rei,187818818,57.0,26770,154200,30899907,365176711,25.8,2918
ýýýý ýýýýýýýýýý,ANNA ASTI,21081306,51.0,7633,31931,3332788,74908911,25.8,2922
Meet Me At Our Spot,THE ANXIETY,609716786,69.0,136864,182019,153184031,1195714328,25.8,2923
Get Off The Wall,Philly Goats,8470479,43.0,2776,1400151,60596180,503891783,25.8,2926
It'll Be Okay,Shawn Mendes,344658498,65.0,61117,130670,165436212,1514925086,25.8,2925
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,283228006,62.0,63076,147165,84459330,906688195,25.8,2924
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,1318596835,74.0,240081,409892,126261133,1056131649,25.8,2916
Tuesday (feat. Drake),ILOVEMAKONNEN,242892279,56.0,50948,66764,15206207,106882417,25.8,2912
Killshot,Eminem,415971193,66.0,67750,22969,10336311,119866465,25.8,2920
Cartï¿½ï¿½o B,MC Caverinha,143421339,63.0,23431,40500,12310702,125638371,25.8,2917
Drama (feat. Drake),Roy Woods,497826683,64.0,86867,100693,22169211,178226220,25.7,2932
Entre Nosotros,Tiago PZK,472107491,63.0,65462,121905,37557078,295962547,25.7,2935
Lucky You (feat. Joyner Lucas),Eminem,709560621,68.0,98164,3776,1994779,19887287,25.7,2944
Bandana,Fireboy DML,118971684,63.0,31855,1215978,15330860,169166011,25.7,2934
the perfect pair,beabadoobee,230129740,72.0,56091,93552,53961135,369833975,25.7,2936
F.N.F. (Let's Go),Hitkidd,68460285,54.0,16340,75908,44299693,301331608,25.7,2948
Falling Angel,HCTM,72997,14.0,79,2800259,54293951,1159454840,25.7,2942
Sofia,Clairo,728920951,74.0,143829,107125,55770176,313505897,25.7,2946
Speed Drive (From Barbie The Album),Charli xcx,222975612,67.0,22763,163194,71994032,770931522,25.7,2943
Forever,Labrinth,321892912,62.0,74664,3600000,905260724,11338513351,25.7,2949
He Ya Pyar Sajena,TOADI,3574,1.0,3,2605592,7545187,312937612,25.7,2941
Silent Hill,Kendrick Lamar,151507054,63.0,63279,4105,2019515,19198685,25.7,2933
The Autotrem 1.0,DJ RICK 013,45821951,63.0,10088,924639,47616112,637314253,25.7,2950
Attention,NewJeans,384965888,72.0,32389,107394,93982619,745435770,25.6,2962
Halls na Lï¿½ï¿½,Kadu Martins,150516046,63.0,13034,288400,23319532,269119367,25.6,2969
21 Reasons (feat. Ella Henderson),Nathan Dawe,305830522,70.0,49204,9907,3779521,88167309,25.6,2964
Yeshua (dance cruise),Dj Bentoa,4546579,3.0,2741,1500000,12810334,242636617,25.6,2975
Rojo,J Balvin,606603985,68.0,69772,220606,11033545,118448922,25.6,2970
Wonder,Shawn Mendes,595220757,63.0,70162,240319,98444287,783096025,25.6,2965
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,96105220,60.0,17341,253268,62889421,531122265,25.6,2967
Midnight City,M83,1081517243,72.0,260318,198377,93354945,1010922723,25.6,2954
Better Together,Luke Combs,356603747,69.0,49050,230846,40924132,290236180,25.6,2953
Sal y Perrea,Sech,266525796,57.0,49242,1345600,137030763,1268200579,25.6,2952
drunk text,Henry Moodie,238841927,81.0,21346,20779,4155809,75170850,25.6,2961
UNA NOCHE EN MEDELLï¿½ï¿½N - R,KAROL G,192439879,73.0,16960,84218,8041478,134541936,25.6,2959
Ginza,J Balvin,521328627,70.0,64734,33185,18603137,122727381,25.6,2974
Hari Hari Odhani,Pawan Singh,35308201,58.0,954,3992,67043,825399,25.6,2960
AM Remix,Nio Garcia,571325612,66.0,91249,50,995,20390,25.6,2956
Baby Me Atende,Matheus Fernandes,258464933,50.0,26029,140939,9191410,150293932,25.6,2951
Hello Koun,Ritesh Pandey,4078322,18.0,178,38386,947262,10568686,25.6,2972
La Jeepeta,Nio Garcia,80772450,45.0,17494,10800,3668888,24174846,25.6,2958
Jumpman,Drake,820380309,64.0,115960,1239950,5335752,33118908,25.5,2994
die,lucidbeatz,28779088,61.0,5564,1711764,155337385,1580363321,25.5,2991
Late At Night,Roddy Ricch,257661585,56.0,97161,48458,21485493,187075625,25.5,2990
Dancing in My Room,347aidan,335188091,61.0,86549,1154302,413677323,3434097182,25.5,2976
Wild Ones (feat. Sia),Flo Rida,886640358,76.0,144242,12066,6695657,42235895,25.5,2983
Heartless (feat. Morgan Wallen),Diplo,548333714,77.0,58410,91540,32004747,256819834,25.5,2977
CAKE,ITZY,73213687,62.0,7423,66945,57624378,348717938,25.5,2981
I AM WOMAN,Emmy Meli,257984057,62.0,57742,952346,229098695,2037905390,25.5,2993
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,331332225,71.0,63568,231208,151059649,1181420700,25.5,2986
Personal,HRVY,314089265,58.0,33163,5531271,130863210,940593293,25.5,2987
Lionheart (Fearless),Joel Corry,110545738,62.0,19914,1731,355693,6584480,25.5,2985
Nevermind,Dennis Lloyd,968235402,72.0,159175,131,341500,5826772,25.5,2980
